MARCA;MODELO;CC;MM DATA;ABS;MODELO con ABS;Año;KM;Coste;PVP;Margen;Matrícula;Model_id;Fecha
SYM;CRUISYM 125;125;CRUISYM 125;NO;CRUISYM 125 ;2019;10500;2400.00;2690.00;290.00;3685LHT;67e4110e-1614-4e76-8a46-23d02b02e359;15/05/2024
SYM;CRUISYM 300;300;CRUISYM 300;NO;CRUISYM 300 ;2020;31390;2000.00;2690.00;690.00;1272LJL;91091d66-e67a-49b2-99ea-c681ebed84de;11/07/2024
SYM;JET 125;125;JET 125;NO;JET 125 ;2022;800;1700.00;2690.00;990.00;3543MBV;22b4b837-0a01-4d8e-b7f4-7c5dfdbf43f8;28/02/2023
SYM;JET 125;125;JET 125;NO;JET 125 ;2022;150;1950.00;2690.00;740.00;8353MCH;22b4b837-0a01-4d8e-b7f4-7c5dfdbf43f8;31/03/2023
SYM;JET 14 125;125;JET 14 125 LC 2022;NO;JET 14 125 ;2022;7500;2000.00;2690.00;690.00;0020LYC;22b4b837-0a01-4d8e-b7f4-7c5dfdbf43f8;26/09/2023
SYM;JET 14 125;125;JET 14 125 I;NO;JET 14 125 ;2023;3800;2000.00;2690.00;690.00;0098MLT;22b4b837-0a01-4d8e-b7f4-7c5dfdbf43f8;10/06/2024
SYM;JET X 125;125;JET X 125;NO;JET X 125 ;2022;1600;1830.00;2690.00;860.00;5287LYM;9b25c849-d6ce-42fb-909b-923628d9d913;08/04/2024
SYM;JET X 125;125;JET X 125;NO;JET X 125 ;2023;270;1815.00;2690.00;875.00;4916MJG;9b25c849-d6ce-42fb-909b-923628d9d913;15/04/2024
SYM;JET X 125;125;JET X 125;NO;JET X 125 ;2022;1600;1830.00;2690.00;860.00;5287LYM;9b25c849-d6ce-42fb-909b-923628d9d913;24/04/2024
SYM;JET X 125;125;JET X 125;;;2023;5156;1745.00;2690.00;945.00;0478MJJ;9b25c849-d6ce-42fb-909b-923628d9d913;05/08/2024
SYM;JOYMAX 125;125;JOYMAX 125;NO;JOYMAX 125 ;2018;7463;1700.00;2690.00;990.00;4521KJL;f372a46c-c6a1-40cc-9325-466f0c2c2f3d;17/02/2023
SYM;JOYMAX 300;300;JOYMAX 300 I ABS;ABS;JOYMAX 300 ABS;2016;25000;1700.00;2690.00;990.00;3175JSG;00958e10-66fa-43af-bbc2-cbac820cc5d7;31/05/2023
SYM;JOYMAX 300;300;JOYMAX 300 I CONFORT ABS;ABS;JOYMAX 300 ABS;2018;30500;1500.00;2690.00;1190.00;5967KLC;00958e10-66fa-43af-bbc2-cbac820cc5d7;22/06/2023
SYM;JOYMAX 300;300;JOYMAX 300;NO;JOYMAX 300 ;2015;28200;1700.00;2690.00;990.00;4491JHN;00958e10-66fa-43af-bbc2-cbac820cc5d7;09/10/2023
VESPA;PRIMAVERA 50;49;PRIMAVERA 50;;;2016;2934;1745.00;2690.00;945.00;C5650BVY;894a804c-670a-431e-b074-caac7445e5fa;12/09/2024
VOGE;300;292;300;NO;300;2021;16473;1850.00;2690.00;840.00;1713LSW;ZZZZZZZ;25/04/2024
VOGE;300 DS;292;300;;;2021;6500;1800.00;2690.00;890.00;4200LTD;2063cb8a-0d00-4986-9279-62f41fdcc5be;23/09/2024
YAMAHA;DELIGHT 125;125;DELIGHT 125;NO;DELIGHT 125 ;2023;300;2000.00;2690.00;690.00;3665MJK;e2f5b023-a2d0-4d85-aecb-beb47dfdbf64;05/01/2024
YAMAHA;FZ 6S;600;FZ6 S;NO;FZ 6S ;2006;41000;1700.00;2690.00;990.00;5987FHN;ac1820fd-b2c0-450e-910d-6cbd1b165911;26/04/2023
YAMAHA;FZ 6S;600;FZ6S;NO;FZ 6S ;2007;48906;1430.00;2690.00;1260.00;8761FSH;ac1820fd-b2c0-450e-910d-6cbd1b165911;30/03/2024
YAMAHA;FZ 6S;600;FZ6S;NO;FZ 6S ;2006;38904;1230.00;2690.00;1460.00;6643FFB;ac1820fd-b2c0-450e-910d-6cbd1b165911;23/04/2024
YAMAHA;FZ6N;600;FZ6 N;NO;FZ6N ;2006;48000;1800.00;2690.00;890.00;5980FDF;c1d8c8ab-ae34-42e2-8212-a19742014fb5;28/03/2023
YAMAHA;FZ6N;600;FZ6N;NO;FZ6N ;2004;38225;1130.00;2690.00;1560.00;8122DCL;c1d8c8ab-ae34-42e2-8212-a19742014fb5;11/06/2024
YAMAHA;MT 03;321;MT 03 2005;NO;MT 03 ;2010;36775;1450.00;2690.00;1240.00;5740GWN;2303e39d-c314-49ce-8280-93ab410c958b;20/09/2023
YAMAHA;N-MAX;125;NMAX 125;NO;N-MAX ;2016;4295;2000.00;2690.00;690.00;5186JSH;ea52d457-ba3c-4d7d-a45c-c58bf376d673;26/01/2023
YAMAHA;N-MAX;125;NMAX 125 -;NO;N-MAX ;2017;21587;1800.00;2690.00;890.00;6725JZD;ea52d457-ba3c-4d7d-a45c-c58bf376d673;07/02/2023
YAMAHA;N-MAX;125;NMAX 125CC;NO;N-MAX ;2018;28662;2000.00;2690.00;690.00;5337KFK;ea52d457-ba3c-4d7d-a45c-c58bf376d673;26/05/2023
YAMAHA;N-MAX;125;NMAX ABS;ABS;N-MAX ABS;2016;19500;2000.00;2690.00;690.00;4051JSJ;ea52d457-ba3c-4d7d-a45c-c58bf376d673;12/06/2023
YAMAHA;N-MAX;125;NMAX ABS;ABS;N-MAX ABS;2015;22000;1830.00;2690.00;860.00;5722JKJ;ea52d457-ba3c-4d7d-a45c-c58bf376d673;13/09/2023
YAMAHA;N-MAX;125;NMAX 2017;NO;N-MAX ;2017;18000;2000.00;2690.00;690.00;3958KFG;ea52d457-ba3c-4d7d-a45c-c58bf376d673;18/09/2023
YAMAHA;N-MAX;125;NMAX;NO;N-MAX ;2021;8300;1900.00;2690.00;790.00;7738LPF;ea52d457-ba3c-4d7d-a45c-c58bf376d673;08/03/2024
YAMAHA;N-MAX;155;NMAX;NO;N-MAX ;2019;16900;2000.00;2690.00;690.00;0401LDK;ea52d457-ba3c-4d7d-a45c-c58bf376d673;04/04/2024
YAMAHA;N-MAX;125;NMAX;NO;N-MAX ;2020;22800;2000.00;2690.00;690.00;5314LJW;ea52d457-ba3c-4d7d-a45c-c58bf376d673;18/04/2024
YAMAHA;N-MAX;155;NMAX;;;2019;11371;1800.00;2690.00;890.00;6860KTW;ea52d457-ba3c-4d7d-a45c-c58bf376d673;26/08/2024
YAMAHA;N-MAX;125;NMAX;;;2021;21908;1700.00;2690.00;990.00;6781LNX;ea52d457-ba3c-4d7d-a45c-c58bf376d673;12/11/2024
YAMAHA;TRICITY 125;125;TRICITY 125 2017;NO;TRICITY 125 ;2016;23000;1045.00;2690.00;1645.00;6952JPF;c5781406-368d-4e8f-b935-492dc8e2c4a4;10/05/2023
YAMAHA;TRICITY 125;125;TRICITY 125 None;NO;TRICITY 125 ;2015;15800;1900.00;2690.00;790.00;7940JCV;c5781406-368d-4e8f-b935-492dc8e2c4a4;25/10/2023
YAMAHA;TRICITY 125;125;TRICITY 125;NO;TRICITY 125 ;2018;13863;1800.00;2690.00;890.00;7872KHR;c5781406-368d-4e8f-b935-492dc8e2c4a4;29/05/2024
YAMAHA;TRICITY 125;125;TRICITY 125;NO;TRICITY 125 ;2016;11000;1950.00;2690.00;740.00;5750JTR;c5781406-368d-4e8f-b935-492dc8e2c4a4;11/06/2024
YAMAHA;TRICITY 125;125;TRICITY 125;NO;TRICITY 125 ;2018;6729;2000.00;2690.00;690.00;9944KPH;c5781406-368d-4e8f-b935-492dc8e2c4a4;17/06/2024
YAMAHA;X-ENTER 125;125;X-ENTER 125;NO;X-ENTER 125 ;2020;11400;1545.00;2690.00;1145.00;9645LFZ;e71c2391-166e-4272-b08f-b43cdd3b6373;28/02/2023
YAMAHA;X-ENTER 125;125;X-ENTER 125 2011;NO;X-ENTER 125 ;2015;8471;1445.00;2690.00;1245.00;1718JJR;e71c2391-166e-4272-b08f-b43cdd3b6373;26/04/2023
YAMAHA;X-MAX 125;125;X-MAX 125;NO;X-MAX 125 ;2012;12546;1400.00;2690.00;1290.00;9479HRY;83db1a67-3c02-4443-b539-12264b866429;30/03/2023
YAMAHA;X-MAX 125;125;X-MAX 125;NO;X-MAX 125 ;2013;19400;2000.00;2690.00;690.00;2547HST;83db1a67-3c02-4443-b539-12264b866429;16/01/2024
YAMAHA;X-MAX 250;250;X-MAX 250;NO;X-MAX 250 ;2011;16000;1800.00;2690.00;890.00;0229HFT;3842ef2c-329d-41e8-8a7b-e90c2995b0e9;23/06/2023
YAMAHA;X-MAX 250;250;X-MAX 250;NO;X-MAX 250 ;2010;19400;1450.00;2690.00;1240.00;4987GXL;3842ef2c-329d-41e8-8a7b-e90c2995b0e9;02/01/2024
YAMAHA;XT 660;660;XT 660;;;2004;64364;1030.00;2690.00;1660.00;1911DBV;bbc62b85-048b-4886-add2-f579b6fe3433;19/08/2024
YAMAHA;YZF R 125;125;YZF R 125 None;NO;YZF R 125 ;2012;14588;1900.00;2690.00;790.00;3247HLK;86a29adc-b42b-49b3-b177-9d1208d02155;26/10/2023
YAMAHA;YZF R 125;125;YZF R 125;;;2017;39611;1800.00;2690.00;890.00;2661KCC;86a29adc-b42b-49b3-b177-9d1208d02155;10/09/2024
ZONTES;G1 125;125;G1 125;NO;G1 125 ;2022;14890;1900.00;2690.00;790.00;2485LXV;0b4d5ab5-3a09-4d6a-ba58-cdc00d6ca06d;06/05/2024
ZONTES;G1 125;125;G1 125;;;2021;861;2000.00;2690.00;690.00;2538LNT;0b4d5ab5-3a09-4d6a-ba58-cdc00d6ca06d;30/08/2024
ZONTES;M 125;125;M 125;NO;M 125 ;2022;14500;2000.00;2690.00;690.00;5679MCC;9c18cf66-9cd5-4306-b3b7-726d7764a3fd;15/01/2024
ZONTES;M 125;125;M 125;NO;M 125 ;2023;1336;2000.00;2690.00;690.00;6421MLS;9c18cf66-9cd5-4306-b3b7-726d7764a3fd;23/07/2024
ZONTES;R 310;310;R 310;NO;R 310 ;2020;12800;1700.00;2690.00;990.00;3245LHW;753c5645-5ad2-46fb-b257-409b45d76223;29/01/2024
ZONTES;R 310 ;310;R 310 ABS;ABS;R 310  ABS;2021;18500;1445.00;2690.00;1245.00;9295LTV;753c5645-5ad2-46fb-b257-409b45d76223;18/10/2023
ZONTES;U 125;125;U 125 ABS;ABS;U 125 ABS;2022;4500;1645.00;2690.00;1045.00;4165LWH;ecff4d74-5953-4199-850e-074af008dec2;19/05/2023
ZONTES;U 125;125;U 125;NO;U 125 ;2022;2000;2000.00;2690.00;690.00;8486LXF;ecff4d74-5953-4199-850e-074af008dec2;26/05/2023
ZONTES;U 125;125;U 125 ABS;ABS;U 125 ABS;2021;3400;1900.00;2690.00;790.00;7328LTP;ecff4d74-5953-4199-850e-074af008dec2;20/10/2023
ZONTES;U 125;125;U 125 ABS;ABS;U 125 ABS;2023;3575;1900.00;2690.00;790.00;1110MFZ;ecff4d74-5953-4199-850e-074af008dec2;19/12/2023
ZONTES;U 125;125;U 125;NO;U 125 ;2023;1557;2000.00;2690.00;690.00;8767MGW;ecff4d74-5953-4199-850e-074af008dec2;14/05/2024
ZONTES;U 125;125;U 125;NO;U 125 ;2023;1557;2000.00;2690.00;690.00;8767MGW;ecff4d74-5953-4199-850e-074af008dec2;22/05/2024
ZONTES;U 125;125;U 125;NO;U 125 ;2022;1610;2000.00;2690.00;690.00;2385LZW;ecff4d74-5953-4199-850e-074af008dec2;12/07/2024
ZONTES;U1 125;125;U1 125 ABS;ABS;U1 125 ABS;2022;2500;2000.00;2690.00;690.00;9338LYM;00d08467-16f1-4ac4-ae4b-1f1e931d03c6;23/06/2023
ZONTES;U1 125;125;U1 125 ABS;ABS;U1 125 ABS;2020;750;1445.00;2690.00;1245.00;0959LKL;00d08467-16f1-4ac4-ae4b-1f1e931d03c6;26/09/2023
ZONTES;U1 125;125;U1 125 ABS;ABS;U1 125 ABS;2021;600;1700.00;2690.00;990.00;6850LTY;00d08467-16f1-4ac4-ae4b-1f1e931d03c6;29/09/2023
ZONTES;U1 125;125;U1 125;NO;U1 125 ;2022;8300;2000.00;2690.00;690.00;2280MCV;00d08467-16f1-4ac4-ae4b-1f1e931d03c6;30/04/2024
ZONTES;U1 125;125;U1 125;NO;U1 125 ;2023;1765;2000.00;2690.00;690.00;0171MFX;00d08467-16f1-4ac4-ae4b-1f1e931d03c6;16/05/2024
ZONTES;U1 125;125;U1 125;;;2022;6955;2000.00;2690.00;690.00;8319LWF;00d08467-16f1-4ac4-ae4b-1f1e931d03c6;09/09/2024
ZONTES;V 310;310;V 310 ABS;ABS;V 310 ABS;2020;35000;1600.00;2690.00;1090.00;3290LGT;eb46114b-0136-4289-a0be-eba74a9a25e6;26/10/2023
ZONTES;Z2 125;125;Z2 125;NO;Z2 125 ;2021;9500;2000.00;2690.00;690.00;5543LNX;09749fda-0991-4c42-acc5-06c5cc112247;28/02/2023
ZONTES;Z2 125;125;Z2 125 125;NO;Z2 125 ;2021;8000;2000.00;2690.00;690.00;3773LMT;09749fda-0991-4c42-acc5-06c5cc112247;20/03/2023
ZONTES;Z2 125;125;Z2 125;NO;Z2 125 ;2022;2300;2000.00;2690.00;690.00;6053MCR;09749fda-0991-4c42-acc5-06c5cc112247;15/09/2023
ZONTES;Z2 125;125;Z2 125;NO;Z2 125 ;2023;2585;1830.00;2690.00;860.00;2113MHC;09749fda-0991-4c42-acc5-06c5cc112247;12/07/2024
FB MONDIAL;FLATTRACK 125;125;FLAT TRACK 125;NO;FLATTRACK 125 ;2022;56;2600.00;2691.00;91.00;3546LZL;f6092403-2438-40eb-b3e6-6d8d4d95f519;07/02/2023
APRILIA;RX 125 ENDURO;125;RX 125;;;2022;1056;2500.00;2699.00;199.00;7434LWC;e6f45d62-dff7-4390-ad34-26b7f13dd400;17/10/2024
HONDA;PCX 125;125;PCX 125;;;2021;9769;1630.00;2699.00;1069.00;6507LNN;3a38bea4-9a06-4e2f-ab64-db078d0a2843;22/10/2024
HONDA;PCX 125;125;PCX 125;;;2022;21836;1800.00;2699.00;899.00;6807MBG;3a38bea4-9a06-4e2f-ab64-db078d0a2843;13/11/2024
HUSQVARNA;SVARTPILEN 401;375;SVARTPILEN 401;;;2019;18339;1500.00;2699.00;1199.00;5393KZK;56167ec1-89dd-420d-8d65-b9ff8c8fae71;21/11/2024
KAWASAKI;J 300;299;J 300;;;2015;31400;2400.00;2699.00;299.00;4514JFK;02197953-7760-4642-8132-a7dc5d15954f;15/10/2024
KYMCO;AGILITY S 125;124;AGILITY S 125;;;2023;6871;2250.00;2699.00;449.00;4948MJW;66abc73c-69b1-4fda-8b87-4da055e20b62;21/11/2024
LAMBRETTA;V 125;125;V 125;;;2019;2589;1800.00;2699.00;899.00;2203LCK;ZZZZZZZ;13/11/2024
MITT;GT-MAX 125;125;GT-MAX 125;;;2024;3045;1900.00;2699.00;799.00;2861MMP;ZZZZZZZ;08/11/2024
PIAGGIO;X10 350;330;X10 350;;;2014;29788;1500.00;2699.00;1199.00;8659HYX;5559da4d-aa89-4f2c-be59-1974899f16cc;21/11/2024
YAMAHA;X-MAX 125;125;X-MAX 125;;;2013;17783;1330.00;2699.00;1369.00;0403HTC;83db1a67-3c02-4443-b539-12264b866429;19/11/2024
ZONTES;M 125;125;M 125;;;2022;16600;1700.00;2699.00;999.00;5679MCC;9c18cf66-9cd5-4306-b3b7-726d7764a3fd;24/10/2024
ZONTES;U 125;125;U 125;;;2022;1579;1830.00;2699.00;869.00;8652LZS;ecff4d74-5953-4199-850e-074af008dec2;09/10/2024
ZONTES;U1 125;125;U1 125;;;2022;6244;1600.00;2699.00;1099.00;9328LZP;00d08467-16f1-4ac4-ae4b-1f1e931d03c6;07/11/2024
APRILIA;SHIVER 750;750;SHIVER 750 SL;NO;SHIVER 750 ;2010;42000;2200.00;2700.00;500.00;5864GXW;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;17/05/2023
FB MONDIAL;HPS 125;125;HPS 125;NO;HPS 125 ;2018;5500;1800.00;2700.00;900.00;9508KSC;44485d84-8406-410a-9468-a2285166740b;21/03/2023
FB MONDIAL;HPS 125;125;HPS 125 HIPSTER;NO;HPS 125 ;2018;4000;1900.00;2700.00;800.00;8418JYG;44485d84-8406-410a-9468-a2285166740b;31/05/2023
HONDA;CB 600 F;600;CB 600 F HORNET;NO;CB 600 F ;2008;32000;2150.00;2700.00;550.00;4743GDV;bd79c78d-1b42-43c5-a133-87d5e0d6b9f9;15/05/2023
HONDA;NC 700 S;700;Nc 700s Abs;ABS;NC 700 S ABS;2014;61000;2250.00;2700.00;450.00;1379HKB;c44344a1-c4e0-4393-ad05-3781d9fc6315;04/04/2023
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2021;20000;2000.00;2700.00;700.00;9739LTY;3a38bea4-9a06-4e2f-ab64-db078d0a2843;10/03/2023
HONDA;VFR 800;781;VFR 800;;;2006;53750;2460.00;2700.00;240.00;3958FFS;1b78af89-a642-4332-acb1-77055b1562ef;08/10/2024
HONDA;VT 750;750;VT 750 C E Custom C;NO;VT 750 ;2001;25100;2000.00;2700.00;700.00;7563BJZ;96bb25c5-4a88-48cd-b626-67a3966e3588;15/03/2023
HYOSUNG;AQUILA GV-125;125;GV 125 AQUILA;NO;AQUILA GV-125 ;2019;2000;2145.00;2700.00;555.00;2265KVH;2c4435be-60dc-4011-907c-8aaf0456ee25;07/03/2023
KAWASAKI;ER-6F;649;ER 6F;NO;ER-6F ;2009;18232;2200.00;2700.00;500.00;3612GLW;834f45d0-6cb1-4d73-931f-0059de586793;26/01/2023
KYMCO;SUPER DINK 350;350;SUPER DINK 350I ABS;ABS;SUPER DINK 350 ABS;2018;21800;2200.00;2700.00;500.00;9653KMN;a49fc54d-bc9c-48a0-a3e2-1295c65acea7;26/05/2023
MOTO GUZZI;STELVIO 1200;1200;STELVIO 1200;NO;STELVIO 1200 ;2010;56;4500.00;2700.00;-1800.00;5097GYC;ZZZZZZZ;18/04/2023
SUZUKI;DL 650;645;DL 650;;;2006;26668;2000.00;2700.00;700.00;8779FDX;a9da472b-6bae-448f-99b7-aa80018ea58d;16/09/2024
SUZUKI;GSX-R 600;600;GSX R 600;NO;GSX-R 600 ;2003;48000;1200.00;2700.00;1500.00;1925CGL;027acd84-93ca-4ea0-8bd8-d60ccd11a3e8;11/05/2023
TRIUMPH;STREET TRIPLE 660;660;STREET TRIPLE 660;NO;STREET TRIPLE 660 ;2012;50000;3000.00;2700.00;-300.00;1768HMP;c2a9ffc0-f28a-4dbf-bfa7-826a00c07b11;05/06/2024
VESPA;PRIMAVERA 125;125;PRIMAVERA 125;NO;PRIMAVERA 125 ;2015;3100;2450.00;2700.00;250.00;8048JDT;36746641-acd6-48f4-8976-13425134a52a;25/01/2023
YAMAHA;FZ 6S;600;FZ6 S;NO;FZ 6S ;2010;41300;2200.00;2700.00;500.00;0881GSS;ac1820fd-b2c0-450e-910d-6cbd1b165911;19/01/2023
YAMAHA;FZ8N FAZER;779;FZ8N FAZER ABS;ABS;FZ8N FAZER ABS;2012;63000;2200.00;2700.00;500.00;2142HLT;378ffa8b-8b00-4ad4-9892-6642f51eeeb2;17/05/2023
YAMAHA;X-ENTER 125;125;X-Enter 125 ;NO;X-ENTER 125 ;2020;15800;1750.00;2700.00;950.00;6348LKF;e71c2391-166e-4272-b08f-b43cdd3b6373;19/04/2023
YAMAHA;YZF R6;599;YZF R6;NO;YZF R6 ;2004;39000;2200.00;2700.00;500.00;8873CYY;ff99a859-9d3a-4923-83bf-7f972ca05497;30/06/2023
ZONTES;V 310;310;V310 V310;NO;V 310 ;2020;4400;2200.00;2700.00;500.00;7401LDS;eb46114b-0136-4289-a0be-eba74a9a25e6;27/06/2023
KYMCO;X-TOWN 300;300;X-TOWN 300;NO;X-TOWN 300 ;2022;6200;3552.00;2719.00;-833.00;LC2C00000N1000718;794aa702-438e-429f-83a9-7ac89bcea3d2;15/07/2024
YAMAHA;N-MAX;125;NMAX;NO;N-MAX ;2023;3617;2878.00;2719.00;-159.00;MH3SEG51000046721;ea52d457-ba3c-4d7d-a45c-c58bf376d673;05/07/2024
KYMCO;SUPER DINK 125;125;SUPER DINK 125;;;2022;3117;1860.00;2719.01;859.01;1418LXW;2ed4aff7-4159-4822-930e-ed26e21b697c;03/09/2024
VESPA;PRIMAVERA 125;125;PRIMAVERA 125;;;2022;5224;2116.00;2719.01;603.01;7932LWB;36746641-acd6-48f4-8976-13425134a52a;29/08/2024
YAMAHA;N-MAX;125;NMAX 125;;;2023;0;2660.00;2726.45;66.45;"MH3SEG51000051616
";ea52d457-ba3c-4d7d-a45c-c58bf376d673;24/10/2024
FB MONDIAL;HPS 125;125;HPS 125 ABS;ABS;HPS 125 ABS;2021;6000;1200.00;2730.00;1530.00;6083LKY;44485d84-8406-410a-9468-a2285166740b;14/08/2023
KEEWAY;RKF 125;125;RKF 125 2018;NO;RKF 125 ;2020;2500;1745.00;2730.00;985.00;5006LGJ;dc6aecdc-8108-4a9d-8b56-ab529ad41856;14/06/2023
MACBOR;MONTANA XR1;125;MONTANA XR 1;NO;MONTANA XR1 ;2018;14320;1900.00;2731.00;831.00;1969KMN;84d0aec2-f1e1-406c-9e91-8973b4fa2010;22/03/2023
KAWASAKI;ER-6N;649;ER-6N;NO;ER-6N ;2007;26000;2093.00;2738.00;645.00;4723FYB;ca585891-51c8-47c7-bcaf-8237f3853894;11/01/2024
SUZUKI;GSR 600;600;GSR 600 ;NO;GSR 600 ;2010;17000;1900.00;2739.00;839.00;4008GSH;94c83cfa-4fb6-4d76-aebe-39971a57b580;18/10/2023
APRILIA;RX 125 ENDURO;125;RX 125 ENDURO;NO;RX 125 ENDURO ;2023;3000;2150.00;2740.00;590.00;6930MKC;e6f45d62-dff7-4390-ad34-26b7f13dd400;13/12/2023
APRILIA;SHIVER 750;750;SHIVER 750;NO;SHIVER 750 ;2010;44500;1745.00;2740.00;995.00;9944GYK;bdc24a63-595e-4cbd-8080-2d706e2a0d5a;09/07/2024
APRILIA;SR GT 125;125;SR GT 125;NO;SR GT 125 ;2022;4900;2300.00;2740.00;440.00;7124MBP;4bc62c42-86e8-4d83-b2a2-5b1fbfb45993;15/07/2024
BENELLI;IMPERIALE 400;400;IMPERIALE 400;NO;IMPERIALE 400 ;2021;9857;2000.00;2740.00;740.00;5448LPN;ac604067-dd60-45ed-8d7b-5b2f646f5de5;15/07/2024
BENELLI;IMPERIALE 400;374;IMPERIALE 400;;;2022;6298;2373.00;2740.00;367.00;3165LXV;ac604067-dd60-45ed-8d7b-5b2f646f5de5;26/09/2024
BMW;G 650 GS;650;G 650 GS;NO;G 650 GS ;2013;78000;1445.00;2740.00;1295.00;3440HNM;307ebcd3-d7c8-4f1d-9612-0888b7253917;09/01/2024
HONDA;CB 125;125;CB 125;NO;CB 125 ;2019;28518;2100.00;2740.00;640.00;0758KTP;00c81795-1d1e-41ac-80c8-c7b263c10991;07/06/2024
HONDA;CB 125;125;CB 125;NO;CB 125 ;2018;31700;2200.00;2740.00;540.00;9919KNK;00c81795-1d1e-41ac-80c8-c7b263c10991;17/07/2024
HONDA;FORZA 125;125;FORZA 125;NO;FORZA 125 ;2016;26304;2300.00;2740.00;440.00;0442JPN;ed59de17-29d3-46e2-8ccb-6c100e795370;19/06/2024
HONDA;FORZA 300;300;FORZA 300;NO;FORZA 300 ;2015;9600;2660.00;2740.00;80.00;3788JFC;7ecb045f-6efa-4974-a10f-84ae9f32dc2a;24/01/2024
HONDA;FORZA 300;279;FORZA 300;;;2014;39700;2150.00;2740.00;590.00;1335HYJ;7ecb045f-6efa-4974-a10f-84ae9f32dc2a;23/09/2024
HONDA;NT 650 V;647;NT 650 V;NO;NT 650 V ;2005;29855;1500.00;2740.00;1240.00;3183DPD;ZZZZZZZ;23/07/2024
HONDA;NT 700 V;680;NT 700 V;NO;NT 700 V ;2006;42332;1500.00;2740.00;1240.00;9187DYY;f4b2c5fd-1da8-4732-b1eb-d1ab9526fbce;21/05/2024
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2021;1756;2300.00;2740.00;440.00;4250LRK;3a38bea4-9a06-4e2f-ab64-db078d0a2843;21/03/2024
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2022;4000;2300.00;2740.00;440.00;3182LXL;3a38bea4-9a06-4e2f-ab64-db078d0a2843;25/04/2024
HONDA;PCX 125;125;PCX 125;NO;PCX 125 ;2023;1850;2299.00;2740.00;441.00;0204MGT;3a38bea4-9a06-4e2f-ab64-db078d0a2843;08/05/2024
HONDA;PCX 125;153;PCX 125;;;2021;1137;1945.00;2740.00;795.00;4868LRR;3a38bea4-9a06-4e2f-ab64-db078d0a2843;25/09/2024
HONDA;PCX 125;125;PCX 125;;;2023;34273;2100.00;2740.00;640.00;4882MJB;3a38bea4-9a06-4e2f-ab64-db078d0a2843;30/09/2024
HONDA;SH 125;125;SH 125I;NO;SH 125 ;2017;9415;2200.00;2740.00;540.00;0560KBX;90f8c459-7c15-4db3-88d0-ef28fb2350ff;28/03/2024
HONDA;VT 125;125;VT 125;NO;VT 125 ;2007;23000;1100.00;2740.00;1640.00;2819FLZ;ZZZZZZZ;12/09/2023
HONDA;VT 750;750;VT 750 SHADOW;NO;VT 750 ;1998;64100;1400.00;2740.00;1340.00;4759DWD;96bb25c5-4a88-48cd-b626-67a3966e3588;21/12/2023
HUSQVARNA;SVARTPILEN 125;125;SVARTPILEN 125;;;2022;9648;2597.00;2740.00;143.00;1226LYX;296b0605-66d3-4be9-bb64-0b63b8137589;17/09/2024
HYOSUNG;AQUILA GV-125;125;AQUILA GV-125;NO;AQUILA GV-125 ;2021;5300;2100.00;2740.00;640.00;7301LTX;2c4435be-60dc-4011-907c-8aaf0456ee25;26/01/2024
HYOSUNG;AQUILA GV-125;125;AQUILA GV-125;NO;AQUILA GV-125 ;2021;5000;2230.00;2740.00;510.00;6383LTK;2c4435be-60dc-4011-907c-8aaf0456ee25;30/01/2024
HYOSUNG;BOBBER GV-125;125;BOBBER GV-125;;;2022;1659;2233.00;2740.00;507.00;8054LXC;bc648c3d-1106-4cc6-9b62-fba30bafcfd3;06/08/2024
KAWASAKI;ER-6F;649;ER-6F;NO;ER-6F ;2006;14600;2000.00;2740.00;740.00;5736FFL;834f45d0-6cb1-4d73-931f-0059de586793;16/04/2024
KAWASAKI;J 125;125;J 125;NO;J 125 ;2020;6300;2300.00;2740.00;440.00;4905LHF;d5c3fdd8-8a4b-4ce9-8d7d-51256a3b6b5c;26/03/2024
KAWASAKI;VERSYS 650;650;VERSYS 650;;;2014;59711;1160.00;2740.00;1580.00;8788HYH;842b19bd-0ded-4dc1-8ba5-7216e9ddefc7;19/08/2024
KAWASAKI;Z 125;125;Z 125;NO;Z 125 ;2019;17507;2100.00;2740.00;640.00;4174KST;fb6a776f-9f61-43d7-abea-fc0351faae3f;24/07/2024
KEEWAY;VIESTE 300;300;VIESTE 300;NO;VIESTE 300 ;2021;8777;1745.00;2740.00;995.00;7550LST;d87d0b97-9a9f-4b85-a512-34946403fd5e;17/05/2024
KTM;RC 125;125;RC 125;;;2020;29757;2150.00;2740.00;590.00;2755LLB;bab240b4-0888-475b-b032-96e2db2b7a91;07/10/2024
KYMCO;PEOPLE 125;125;PEOPLE 125 S ABS;ABS;PEOPLE 125 ABS;2022;2300;2045.00;2740.00;695.00;3044LYM;e6619494-19df-4eab-9467-452352711a8d;13/12/2023
KYMCO;PEOPLE 125;125;PEOPLE 125 S ABS;ABS;PEOPLE 125 ABS;2022;2300;2045.00;2740.00;695.00;3044LYM;e6619494-19df-4eab-9467-452352711a8d;13/12/2023
